Unnamed: 0,Area,Item,Year,hg/ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp
3089.0,Brazil,Sorghum,1995,17981.0,1761.0,92967.22,26.05
3090.0,Brazil,Sorghum,1995,17981.0,1761.0,92967.22,24.77
3091.0,Brazil,Sorghum,1995,17981.0,1761.0,92967.22,25.65
3092.0,Brazil,Soybeans,1995,21998.0,1761.0,92967.22,22.07
3093.0,Brazil,Soybeans,1995,21998.0,1761.0,92967.22,20.61
3094.0,Brazil,Soybeans,1995,21998.0,1761.0,92967.22,18.27
3095.0,Brazil,Soybeans,1995,21998.0,1761.0,92967.22,18.27
3096.0,Brazil,Soybeans,1995,21998.0,1761.0,92967.22,27.52
3097.0,Brazil,Soybeans,1995,21998.0,1761.0,92967.22,20.61
3098.0,Brazil,Soybeans,1995,21998.0,1761.0,92967.22,27.34
3099.0,Brazil,Soybeans,1995,21998.0,1761.0,92967.22,18.89
3100.0,Brazil,Soybeans,1995,21998.0,1761.0,92967.22,26.05
3101.0,Brazil,Soybeans,1995,21998.0,1761.0,92967.22,24.77
3102.0,Brazil,Soybeans,1995,21998.0,1761.0,92967.22,25.65
3103.0,Brazil,Sweet potatoes,1995,110676.0,1761.0,92967.22,22.07
3104.0,Brazil,Sweet potatoes,1995,110676.0,1761.0,92967.22,20.61
3105.0,Brazil,Sweet potatoes,1995,110676.0,1761.0,92967.22,18.27
3106.0,Brazil,Sweet potatoes,1995,110676.0,1761.0,92967.22,18.27
3107.0,Brazil,Sweet potatoes,1995,110676.0,1761.0,92967.22,27.52
3108.0,Brazil,Sweet potatoes,1995,110676.0,1761.0,92967.22,20.61
3109.0,Brazil,Sweet potatoes,1995,110676.0,1761.0,92967.22,27.34
3110.0,Brazil,Sweet potatoes,1995,110676.0,1761.0,92967.22,18.89
3111.0,Brazil,Sweet potatoes,1995,110676.0,1761.0,92967.22,26.05
3112.0,Brazil,Sweet potatoes,1995,110676.0,1761.0,92967.22,24.77
3113.0,Brazil,Sweet potatoes,1995,110676.0,1761.0,92967.22,25.65
3114.0,Brazil,Wheat,1995,15420.0,1761.0,92967.22,22.07
3115.0,Brazil,Wheat,1995,15420.0,1761.0,92967.22,20.61
3116.0,Brazil,Wheat,1995,15420.0,1761.0,92967.22,18.27
3117.0,Brazil,Wheat,1995,15420.0,1761.0,92967.22,18.27
3118.0,Brazil,Wheat,1995,15420.0,1761.0,92967.22,27.52
3119.0,Brazil,Wheat,1995,15420.0,1761.0,92967.22,20.61
3120.0,Brazil,Wheat,1995,15420.0,1761.0,92967.22,27.34
3121.0,Brazil,Wheat,1995,15420.0,1761.0,92967.22,18.89
3122.0,Brazil,Wheat,1995,15420.0,1761.0,92967.22,26.05
3123.0,Brazil,Wheat,1995,15420.0,1761.0,92967.22,24.77
3124.0,Brazil,Wheat,1995,15420.0,1761.0,92967.22,25.65
3125.0,Brazil,Yams,1995,91587.0,1761.0,92967.22,22.07
3126.0,Brazil,Yams,1995,91587.0,1761.0,92967.22,20.61
3127.0,Brazil,Yams,1995,91587.0,1761.0,92967.22,18.27
3128.0,Brazil,Yams,1995,91587.0,1761.0,92967.22,18.27
3129.0,Brazil,Yams,1995,91587.0,1761.0,92967.22,27.52
3130.0,Brazil,Yams,1995,91587.0,1761.0,92967.22,20.61
3131.0,Brazil,Yams,1995,91587.0,1761.0,92967.22,27.34
3132.0,Brazil,Yams,1995,91587.0,1761.0,92967.22,18.89
3133.0,Brazil,Yams,1995,91587.0,1761.0,92967.22,26.05
3134.0,Brazil,Yams,1995,91587.0,1761.0,92967.22,24.77
3135.0,Brazil,Yams,1995,91587.0,1761.0,92967.22,25.65
3136.0,Brazil,Cassava,1996,117588.0,1761.0,101621.67,21.56
3137.0,Brazil,Cassava,1996,117588.0,1761.0,101621.67,20.18
3138.0,Brazil,Cassava,1996,117588.0,1761.0,101621.67,17.83
3139.0,Brazil,Cassava,1996,117588.0,1761.0,101621.67,17.83
3140.0,Brazil,Cassava,1996,117588.0,1761.0,101621.67,27.6
3141.0,Brazil,Cassava,1996,117588.0,1761.0,101621.67,20.18
3142.0,Brazil,Cassava,1996,117588.0,1761.0,101621.67,27.07
3143.0,Brazil,Cassava,1996,117588.0,1761.0,101621.67,18.63
3144.0,Brazil,Cassava,1996,117588.0,1761.0,101621.67,25.94
3145.0,Brazil,Cassava,1996,117588.0,1761.0,101621.67,24.28
3146.0,Brazil,Cassava,1996,117588.0,1761.0,101621.67,25.45
3147.0,Brazil,Maize,1996,24761.0,1761.0,101621.67,21.56
3148.0,Brazil,Maize,1996,24761.0,1761.0,101621.67,20.18
3149.0,Brazil,Maize,1996,24761.0,1761.0,101621.67,17.83
3150.0,Brazil,Maize,1996,24761.0,1761.0,101621.67,17.83
3151.0,Brazil,Maize,1996,24761.0,1761.0,101621.67,27.6
3152.0,Brazil,Maize,1996,24761.0,1761.0,101621.67,20.18
3153.0,Brazil,Maize,1996,24761.0,1761.0,101621.67,27.07
3154.0,Brazil,Maize,1996,24761.0,1761.0,101621.67,18.63
3155.0,Brazil,Maize,1996,24761.0,1761.0,101621.67,25.94
3156.0,Brazil,Maize,1996,24761.0,1761.0,101621.67,24.28
3157.0,Brazil,Maize,1996,24761.0,1761.0,101621.67,25.45
3158.0,Brazil,Potatoes,1996,146506.0,1761.0,101621.67,21.56
3159.0,Brazil,Potatoes,1996,146506.0,1761.0,101621.67,20.18
3160.0,Brazil,Potatoes,1996,146506.0,1761.0,101621.67,17.83
3161.0,Brazil,Potatoes,1996,146506.0,1761.0,101621.67,17.83
3162.0,Brazil,Potatoes,1996,146506.0,1761.0,101621.67,27.6
3163.0,Brazil,Potatoes,1996,146506.0,1761.0,101621.67,20.18
3164.0,Brazil,Potatoes,1996,146506.0,1761.0,101621.67,27.07
3165.0,Brazil,Potatoes,1996,146506.0,1761.0,101621.67,18.63
3166.0,Brazil,Potatoes,1996,146506.0,1761.0,101621.67,25.94
3167.0,Brazil,Potatoes,1996,146506.0,1761.0,101621.67,24.28
3168.0,Brazil,Potatoes,1996,146506.0,1761.0,101621.67,25.45
3169.0,Brazil,"Rice, paddy",1996,26578.0,1761.0,101621.67,21.56
3170.0,Brazil,"Rice, paddy",1996,26578.0,1761.0,101621.67,20.18
3171.0,Brazil,"Rice, paddy",1996,26578.0,1761.0,101621.67,17.83
3172.0,Brazil,"Rice, paddy",1996,26578.0,1761.0,101621.67,17.83
3173.0,Brazil,"Rice, paddy",1996,26578.0,1761.0,101621.67,27.6
3174.0,Brazil,"Rice, paddy",1996,26578.0,1761.0,101621.67,20.18
3175.0,Brazil,"Rice, paddy",1996,26578.0,1761.0,101621.67,27.07
3176.0,Brazil,"Rice, paddy",1996,26578.0,1761.0,101621.67,18.63
3177.0,Brazil,"Rice, paddy",1996,26578.0,1761.0,101621.67,25.94
3178.0,Brazil,"Rice, paddy",1996,26578.0,1761.0,101621.67,24.28
3179.0,Brazil,"Rice, paddy",1996,26578.0,1761.0,101621.67,25.45
3180.0,Brazil,Sorghum,1996,18118.0,1761.0,101621.67,21.56
3181.0,Brazil,Sorghum,1996,18118.0,1761.0,101621.67,20.18
3182.0,Brazil,Sorghum,1996,18118.0,1761.0,101621.67,17.83
3183.0,Brazil,Sorghum,1996,18118.0,1761.0,101621.67,17.83
3184.0,Brazil,Sorghum,1996,18118.0,1761.0,101621.67,27.6
3185.0,Brazil,Sorghum,1996,18118.0,1761.0,101621.67,20.18
3186.0,Brazil,Sorghum,1996,18118.0,1761.0,101621.67,27.07
3187.0,Brazil,Sorghum,1996,18118.0,1761.0,101621.67,18.63
3188.0,Brazil,Sorghum,1996,18118.0,1761.0,101621.67,25.94
3189.0,Brazil,Sorghum,1996,18118.0,1761.0,101621.67,24.28
3190.0,Brazil,Sorghum,1996,18118.0,1761.0,101621.67,25.45
3191.0,Brazil,Soybeans,1996,22493.0,1761.0,101621.67,21.56
3192.0,Brazil,Soybeans,1996,22493.0,1761.0,101621.67,20.18
3193.0,Brazil,Soybeans,1996,22493.0,1761.0,101621.67,17.83
3194.0,Brazil,Soybeans,1996,22493.0,1761.0,101621.67,17.83
3195.0,Brazil,Soybeans,1996,22493.0,1761.0,101621.67,27.6
3196.0,Brazil,Soybeans,1996,22493.0,1761.0,101621.67,20.18
3197.0,Brazil,Soybeans,1996,22493.0,1761.0,101621.67,27.07
3198.0,Brazil,Soybeans,1996,22493.0,1761.0,101621.67,18.63
3199.0,Brazil,Soybeans,1996,22493.0,1761.0,101621.67,25.94
3200.0,Brazil,Soybeans,1996,22493.0,1761.0,101621.67,24.28
3201.0,Brazil,Soybeans,1996,22493.0,1761.0,101621.67,25.45
3202.0,Brazil,Sweet potatoes,1996,86415.0,1761.0,101621.67,21.56
3203.0,Brazil,Sweet potatoes,1996,86415.0,1761.0,101621.67,20.18
3204.0,Brazil,Sweet potatoes,1996,86415.0,1761.0,101621.67,17.83
3205.0,Brazil,Sweet potatoes,1996,86415.0,1761.0,101621.67,17.83
3206.0,Brazil,Sweet potatoes,1996,86415.0,1761.0,101621.67,27.6
3207.0,Brazil,Sweet potatoes,1996,86415.0,1761.0,101621.67,20.18
3208.0,Brazil,Sweet potatoes,1996,86415.0,1761.0,101621.67,27.07
3209.0,Brazil,Sweet potatoes,1996,86415.0,1761.0,101621.67,18.63
3210.0,Brazil,Sweet potatoes,1996,86415.0,1761.0,101621.67,25.94
3211.0,Brazil,Sweet potatoes,1996,86415.0,1761.0,101621.67,24.28
3212.0,Brazil,Sweet potatoes,1996,86415.0,1761.0,101621.67,25.45
3213.0,Brazil,Wheat,1996,18334.0,1761.0,101621.67,21.56
3214.0,Brazil,Wheat,1996,18334.0,1761.0,101621.67,20.18
3215.0,Brazil,Wheat,1996,18334.0,1761.0,101621.67,17.83
3216.0,Brazil,Wheat,1996,18334.0,1761.0,101621.67,17.83
3217.0,Brazil,Wheat,1996,18334.0,1761.0,101621.67,27.6
3218.0,Brazil,Wheat,1996,18334.0,1761.0,101621.67,20.18
3219.0,Brazil,Wheat,1996,18334.0,1761.0,101621.67,27.07
3220.0,Brazil,Wheat,1996,18334.0,1761.0,101621.67,18.63
3221.0,Brazil,Wheat,1996,18334.0,1761.0,101621.67,25.94
3222.0,Brazil,Wheat,1996,18334.0,1761.0,101621.67,24.28
3223.0,Brazil,Wheat,1996,18334.0,1761.0,101621.67,25.45
3224.0,Brazil,Yams,1996,91837.0,1761.0,101621.67,21.56
3225.0,Brazil,Yams,1996,91837.0,1761.0,101621.67,20.18
3226.0,Brazil,Yams,1996,91837.0,1761.0,101621.67,17.83
3227.0,Brazil,Yams,1996,91837.0,1761.0,101621.67,17.83
3228.0,Brazil,Yams,1996,91837.0,1761.0,101621.67,27.6
3229.0,Brazil,Yams,1996,91837.0,1761.0,101621.67,20.18
3230.0,Brazil,Yams,1996,91837.0,1761.0,101621.67,27.07
3231.0,Brazil,Yams,1996,91837.0,1761.0,101621.67,18.63
3232.0,Brazil,Yams,1996,91837.0,1761.0,101621.67,25.94
3233.0,Brazil,Yams,1996,91837.0,1761.0,101621.67,24.28
3234.0,Brazil,Yams,1996,91837.0,1761.0,101621.67,25.45
3235.0,Brazil,Cassava,1997,128200.0,1761.0,110276.11,21.91
3236.0,Brazil,Cassava,1997,128200.0,1761.0,110276.11,20.77
3237.0,Brazil,Cassava,1997,128200.0,1761.0,110276.11,18.36
3238.0,Brazil,Cassava,1997,128200.0,1761.0,110276.11,18.36
3239.0,Brazil,Cassava,1997,128200.0,1761.0,110276.11,27.85
3240.0,Brazil,Cassava,1997,128200.0,1761.0,110276.11,20.77
3241.0,Brazil,Cassava,1997,128200.0,1761.0,110276.11,27.57
3242.0,Brazil,Cassava,1997,128200.0,1761.0,110276.11,19.12
3243.0,Brazil,Cassava,1997,128200.0,1761.0,110276.11,25.96
3244.0,Brazil,Cassava,1997,128200.0,1761.0,110276.11,24.71
3245.0,Brazil,Cassava,1997,128200.0,1761.0,110276.11,25.2
3246.0,Brazil,Maize,1997,26228.0,1761.0,110276.11,21.91
3247.0,Brazil,Maize,1997,26228.0,1761.0,110276.11,20.77
3248.0,Brazil,Maize,1997,26228.0,1761.0,110276.11,18.36
3249.0,Brazil,Maize,1997,26228.0,1761.0,110276.11,18.36
3250.0,Brazil,Maize,1997,26228.0,1761.0,110276.11,27.85
3251.0,Brazil,Maize,1997,26228.0,1761.0,110276.11,20.77
3252.0,Brazil,Maize,1997,26228.0,1761.0,110276.11,27.57
3253.0,Brazil,Maize,1997,26228.0,1761.0,110276.11,19.12
3254.0,Brazil,Maize,1997,26228.0,1761.0,110276.11,25.96
3255.0,Brazil,Maize,1997,26228.0,1761.0,110276.11,24.71
3256.0,Brazil,Maize,1997,26228.0,1761.0,110276.11,25.2
3257.0,Brazil,Potatoes,1997,152748.0,1761.0,110276.11,21.91
3258.0,Brazil,Potatoes,1997,152748.0,1761.0,110276.11,20.77
3259.0,Brazil,Potatoes,1997,152748.0,1761.0,110276.11,18.36
3260.0,Brazil,Potatoes,1997,152748.0,1761.0,110276.11,18.36
3261.0,Brazil,Potatoes,1997,152748.0,1761.0,110276.11,27.85
3262.0,Brazil,Potatoes,1997,152748.0,1761.0,110276.11,20.77
3263.0,Brazil,Potatoes,1997,152748.0,1761.0,110276.11,27.57
3264.0,Brazil,Potatoes,1997,152748.0,1761.0,110276.11,19.12
3265.0,Brazil,Potatoes,1997,152748.0,1761.0,110276.11,25.96
3266.0,Brazil,Potatoes,1997,152748.0,1761.0,110276.11,24.71
3267.0,Brazil,Potatoes,1997,152748.0,1761.0,110276.11,25.2
3268.0,Brazil,"Rice, paddy",1997,27310.0,1761.0,110276.11,21.91
3269.0,Brazil,"Rice, paddy",1997,27310.0,1761.0,110276.11,20.77
3270.0,Brazil,"Rice, paddy",1997,27310.0,1761.0,110276.11,18.36
3271.0,Brazil,"Rice, paddy",1997,27310.0,1761.0,110276.11,18.36
3272.0,Brazil,"Rice, paddy",1997,27310.0,1761.0,110276.11,27.85
3273.0,Brazil,"Rice, paddy",1997,27310.0,1761.0,110276.11,20.77
3274.0,Brazil,"Rice, paddy",1997,27310.0,1761.0,110276.11,27.57
3275.0,Brazil,"Rice, paddy",1997,27310.0,1761.0,110276.11,19.12
3276.0,Brazil,"Rice, paddy",1997,27310.0,1761.0,110276.11,25.96
3277.0,Brazil,"Rice, paddy",1997,27310.0,1761.0,110276.11,24.71
3278.0,Brazil,"Rice, paddy",1997,27310.0,1761.0,110276.11,25.2
3279.0,Brazil,Sorghum,1997,19757.0,1761.0,110276.11,21.91
3280.0,Brazil,Sorghum,1997,19757.0,1761.0,110276.11,20.77
3281.0,Brazil,Sorghum,1997,19757.0,1761.0,110276.11,18.36
3282.0,Brazil,Sorghum,1997,19757.0,1761.0,110276.11,18.36
3283.0,Brazil,Sorghum,1997,19757.0,1761.0,110276.11,27.85
3284.0,Brazil,Sorghum,1997,19757.0,1761.0,110276.11,20.77
3285.0,Brazil,Sorghum,1997,19757.0,1761.0,110276.11,27.57
3286.0,Brazil,Sorghum,1997,19757.0,1761.0,110276.11,19.12
3287.0,Brazil,Sorghum,1997,19757.0,1761.0,110276.11,25.96
3288.0,Brazil,Sorghum,1997,19757.0,1761.0,110276.11,24.71
3289.0,Brazil,Sorghum,1997,19757.0,1761.0,110276.11,25.2
3290.0,Brazil,Soybeans,1997,22977.0,1761.0,110276.11,21.91
3291.0,Brazil,Soybeans,1997,22977.0,1761.0,110276.11,20.77
3292.0,Brazil,Soybeans,1997,22977.0,1761.0,110276.11,18.36
3293.0,Brazil,Soybeans,1997,22977.0,1761.0,110276.11,18.36
3294.0,Brazil,Soybeans,1997,22977.0,1761.0,110276.11,27.85
3295.0,Brazil,Soybeans,1997,22977.0,1761.0,110276.11,20.77
3296.0,Brazil,Soybeans,1997,22977.0,1761.0,110276.11,27.57
3297.0,Brazil,Soybeans,1997,22977.0,1761.0,110276.11,19.12
3298.0,Brazil,Soybeans,1997,22977.0,1761.0,110276.11,25.96
3299.0,Brazil,Soybeans,1997,22977.0,1761.0,110276.11,24.71
3300.0,Brazil,Soybeans,1997,22977.0,1761.0,110276.11,25.2
3301.0,Brazil,Sweet potatoes,1997,98387.0,1761.0,110276.11,21.91
3302.0,Brazil,Sweet potatoes,1997,98387.0,1761.0,110276.11,20.77
3303.0,Brazil,Sweet potatoes,1997,98387.0,1761.0,110276.11,18.36
3304.0,Brazil,Sweet potatoes,1997,98387.0,1761.0,110276.11,18.36
3305.0,Brazil,Sweet potatoes,1997,98387.0,1761.0,110276.11,27.85
3306.0,Brazil,Sweet potatoes,1997,98387.0,1761.0,110276.11,20.77
3307.0,Brazil,Sweet potatoes,1997,98387.0,1761.0,110276.11,27.57
3308.0,Brazil,Sweet potatoes,1997,98387.0,1761.0,110276.11,19.12
3309.0,Brazil,Sweet potatoes,1997,98387.0,1761.0,110276.11,25.96
3310.0,Brazil,Sweet potatoes,1997,98387.0,1761.0,110276.11,24.71
3311.0,Brazil,Sweet potatoes,1997,98387.0,1761.0,110276.11,25.2
3312.0,Brazil,Wheat,1997,16359.0,1761.0,110276.11,21.91
3313.0,Brazil,Wheat,1997,16359.0,1761.0,110276.11,20.77
3314.0,Brazil,Wheat,1997,16359.0,1761.0,110276.11,18.36
3315.0,Brazil,Wheat,1997,16359.0,1761.0,110276.11,18.36
3316.0,Brazil,Wheat,1997,16359.0,1761.0,110276.11,27.85
3317.0,Brazil,Wheat,1997,16359.0,1761.0,110276.11,20.77
3318.0,Brazil,Wheat,1997,16359.0,1761.0,110276.11,27.57
3319.0,Brazil,Wheat,1997,16359.0,1761.0,110276.11,19.12
3320.0,Brazil,Wheat,1997,16359.0,1761.0,110276.11,25.96
3321.0,Brazil,Wheat,1997,16359.0,1761.0,110276.11,24.71
3322.0,Brazil,Wheat,1997,16359.0,1761.0,110276.11,25.2
3323.0,Brazil,Yams,1997,91773.0,1761.0,110276.11,21.91
3324.0,Brazil,Yams,1997,91773.0,1761.0,110276.11,20.77
3325.0,Brazil,Yams,1997,91773.0,1761.0,110276.11,18.36
3326.0,Brazil,Yams,1997,91773.0,1761.0,110276.11,18.36
3327.0,Brazil,Yams,1997,91773.0,1761.0,110276.11,27.85
3328.0,Brazil,Yams,1997,91773.0,1761.0,110276.11,20.77
3329.0,Brazil,Yams,1997,91773.0,1761.0,110276.11,27.57
3330.0,Brazil,Yams,1997,91773.0,1761.0,110276.11,19.12
3331.0,Brazil,Yams,1997,91773.0,1761.0,110276.11,25.96
3332.0,Brazil,Yams,1997,91773.0,1761.0,110276.11,24.71
3333.0,Brazil,Yams,1997,91773.0,1761.0,110276.11,25.2
3334.0,Brazil,Cassava,1998,123522.0,1761.0,118930.56,22.35
3335.0,Brazil,Cassava,1998,123522.0,1761.0,118930.56,20.71
3336.0,Brazil,Cassava,1998,123522.0,1761.0,118930.56,18.2
3337.0,Brazil,Cassava,1998,123522.0,1761.0,118930.56,18.2
3338.0,Brazil,Cassava,1998,123522.0,1761.0,118930.56,28.76
3339.0,Brazil,Cassava,1998,123522.0,1761.0,118930.56,20.71
3340.0,Brazil,Cassava,1998,123522.0,1761.0,118930.56,27.54
3341.0,Brazil,Cassava,1998,123522.0,1761.0,118930.56,18.49
3342.0,Brazil,Cassava,1998,123522.0,1761.0,118930.56,26.63
3343.0,Brazil,Cassava,1998,123522.0,1761.0,118930.56,24.78
3344.0,Brazil,Cassava,1998,123522.0,1761.0,118930.56,26.08
3345.0,Brazil,Maize,1998,27964.0,1761.0,118930.56,22.35
3346.0,Brazil,Maize,1998,27964.0,1761.0,118930.56,20.71
3347.0,Brazil,Maize,1998,27964.0,1761.0,118930.56,18.2
3348.0,Brazil,Maize,1998,27964.0,1761.0,118930.56,18.2
3349.0,Brazil,Maize,1998,27964.0,1761.0,118930.56,28.76
3350.0,Brazil,Maize,1998,27964.0,1761.0,118930.56,20.71
3351.0,Brazil,Maize,1998,27964.0,1761.0,118930.56,27.54
3352.0,Brazil,Maize,1998,27964.0,1761.0,118930.56,18.49
3353.0,Brazil,Maize,1998,27964.0,1761.0,118930.56,26.63
3354.0,Brazil,Maize,1998,27964.0,1761.0,118930.56,24.78
3355.0,Brazil,Maize,1998,27964.0,1761.0,118930.56,26.08
3356.0,Brazil,Potatoes,1998,156439.0,1761.0,118930.56,22.35
3357.0,Brazil,Potatoes,1998,156439.0,1761.0,118930.56,20.71
3358.0,Brazil,Potatoes,1998,156439.0,1761.0,118930.56,18.2
3359.0,Brazil,Potatoes,1998,156439.0,1761.0,118930.56,18.2
3360.0,Brazil,Potatoes,1998,156439.0,1761.0,118930.56,28.76
3361.0,Brazil,Potatoes,1998,156439.0,1761.0,118930.56,20.71
3362.0,Brazil,Potatoes,1998,156439.0,1761.0,118930.56,27.54
3363.0,Brazil,Potatoes,1998,156439.0,1761.0,118930.56,18.49
3364.0,Brazil,Potatoes,1998,156439.0,1761.0,118930.56,26.63
3365.0,Brazil,Potatoes,1998,156439.0,1761.0,118930.56,24.78
3366.0,Brazil,Potatoes,1998,156439.0,1761.0,118930.56,26.08
3367.0,Brazil,"Rice, paddy",1998,25198.0,1761.0,118930.56,22.35
3368.0,Brazil,"Rice, paddy",1998,25198.0,1761.0,118930.56,20.71
3369.0,Brazil,"Rice, paddy",1998,25198.0,1761.0,118930.56,18.2
3370.0,Brazil,"Rice, paddy",1998,25198.0,1761.0,118930.56,18.2
3371.0,Brazil,"Rice, paddy",1998,25198.0,1761.0,118930.56,28.76
3372.0,Brazil,"Rice, paddy",1998,25198.0,1761.0,118930.56,20.71
3373.0,Brazil,"Rice, paddy",1998,25198.0,1761.0,118930.56,27.54
3374.0,Brazil,"Rice, paddy",1998,25198.0,1761.0,118930.56,18.49
3375.0,Brazil,"Rice, paddy",1998,25198.0,1761.0,118930.56,26.63
3376.0,Brazil,"Rice, paddy",1998,25198.0,1761.0,118930.56,24.78
3377.0,Brazil,"Rice, paddy",1998,25198.0,1761.0,118930.56,26.08
3378.0,Brazil,Sorghum,1998,17768.0,1761.0,118930.56,22.35
3379.0,Brazil,Sorghum,1998,17768.0,1761.0,118930.56,20.71
3380.0,Brazil,Sorghum,1998,17768.0,1761.0,118930.56,18.2
3381.0,Brazil,Sorghum,1998,17768.0,1761.0,118930.56,18.2
3382.0,Brazil,Sorghum,1998,17768.0,1761.0,118930.56,28.76
3383.0,Brazil,Sorghum,1998,17768.0,1761.0,118930.56,20.71
3384.0,Brazil,Sorghum,1998,17768.0,1761.0,118930.56,27.54
3385.0,Brazil,Sorghum,1998,17768.0,1761.0,118930.56,18.49
3386.0,Brazil,Sorghum,1998,17768.0,1761.0,118930.56,26.63
3387.0,Brazil,Sorghum,1998,17768.0,1761.0,118930.56,24.78
3388.0,Brazil,Sorghum,1998,17768.0,1761.0,118930.56,26.08
3389.0,Brazil,Soybeans,1998,23533.0,1761.0,118930.56,22.35
3390.0,Brazil,Soybeans,1998,23533.0,1761.0,118930.56,20.71
3391.0,Brazil,Soybeans,1998,23533.0,1761.0,118930.56,18.2
3392.0,Brazil,Soybeans,1998,23533.0,1761.0,118930.56,18.2
3393.0,Brazil,Soybeans,1998,23533.0,1761.0,118930.56,28.76
3394.0,Brazil,Soybeans,1998,23533.0,1761.0,118930.56,20.71
3395.0,Brazil,Soybeans,1998,23533.0,1761.0,118930.56,27.54
3396.0,Brazil,Soybeans,1998,23533.0,1761.0,118930.56,18.49
3397.0,Brazil,Soybeans,1998,23533.0,1761.0,118930.56,26.63
3398.0,Brazil,Soybeans,1998,23533.0,1761.0,118930.56,24.78
3399.0,Brazil,Soybeans,1998,23533.0,1761.0,118930.56,26.08
3400.0,Brazil,Sweet potatoes,1998,103928.0,1761.0,118930.56,22.35
3401.0,Brazil,Sweet potatoes,1998,103928.0,1761.0,118930.56,20.71
3402.0,Brazil,Sweet potatoes,1998,103928.0,1761.0,118930.56,18.2
3403.0,Brazil,Sweet potatoes,1998,103928.0,1761.0,118930.56,18.2
3404.0,Brazil,Sweet potatoes,1998,103928.0,1761.0,118930.56,28.76
3405.0,Brazil,Sweet potatoes,1998,103928.0,1761.0,118930.56,20.71
3406.0,Brazil,Sweet potatoes,1998,103928.0,1761.0,118930.56,27.54
3407.0,Brazil,Sweet potatoes,1998,103928.0,1761.0,118930.56,18.49
3408.0,Brazil,Sweet potatoes,1998,103928.0,1761.0,118930.56,26.63
3409.0,Brazil,Sweet potatoes,1998,103928.0,1761.0,118930.56,24.78
3410.0,Brazil,Sweet potatoes,1998,103928.0,1761.0,118930.56,26.08
3411.0,Brazil,Wheat,1998,16111.0,1761.0,118930.56,22.35
3412.0,Brazil,Wheat,1998,16111.0,1761.0,118930.56,20.71
3413.0,Brazil,Wheat,1998,16111.0,1761.0,118930.56,18.2
3414.0,Brazil,Wheat,1998,16111.0,1761.0,118930.56,18.2
3415.0,Brazil,Wheat,1998,16111.0,1761.0,118930.56,28.76
3416.0,Brazil,Wheat,1998,16111.0,1761.0,118930.56,20.71
3417.0,Brazil,Wheat,1998,16111.0,1761.0,118930.56,27.54
3418.0,Brazil,Wheat,1998,16111.0,1761.0,118930.56,18.49
3419.0,Brazil,Wheat,1998,16111.0,1761.0,118930.56,26.63
3420.0,Brazil,Wheat,1998,16111.0,1761.0,118930.56,24.78
3421.0,Brazil,Wheat,1998,16111.0,1761.0,118930.56,26.08
3422.0,Brazil,Yams,1998,91823.0,1761.0,118930.56,22.35
3423.0,Brazil,Yams,1998,91823.0,1761.0,118930.56,20.71
3424.0,Brazil,Yams,1998,91823.0,1761.0,118930.56,18.2
3425.0,Brazil,Yams,1998,91823.0,1761.0,118930.56,18.2
3426.0,Brazil,Yams,1998,91823.0,1761.0,118930.56,28.76
3427.0,Brazil,Yams,1998,91823.0,1761.0,118930.56,20.71
3428.0,Brazil,Yams,1998,91823.0,1761.0,118930.56,27.54
3429.0,Brazil,Yams,1998,91823.0,1761.0,118930.56,18.49
3430.0,Brazil,Yams,1998,91823.0,1761.0,118930.56,26.63
3431.0,Brazil,Yams,1998,91823.0,1761.0,118930.56,24.78
3432.0,Brazil,Yams,1998,91823.0,1761.0,118930.56,26.08
3433.0,Brazil,Cassava,1999,132795.0,1761.0,127585.0,21.59
3434.0,Brazil,Cassava,1999,132795.0,1761.0,127585.0,20.04
3435.0,Brazil,Cassava,1999,132795.0,1761.0,127585.0,17.66
3436.0,Brazil,Cassava,1999,132795.0,1761.0,127585.0,17.66
3437.0,Brazil,Cassava,1999,132795.0,1761.0,127585.0,27.64
3438.0,Brazil,Cassava,1999,132795.0,1761.0,127585.0,20.04
3439.0,Brazil,Cassava,1999,132795.0,1761.0,127585.0,26.66
3440.0,Brazil,Cassava,1999,132795.0,1761.0,127585.0,18.39
3441.0,Brazil,Cassava,1999,132795.0,1761.0,127585.0,25.88
3442.0,Brazil,Cassava,1999,132795.0,1761.0,127585.0,24.01
3443.0,Brazil,Cassava,1999,132795.0,1761.0,127585.0,25.32
3444.0,Brazil,Maize,1999,27765.0,1761.0,127585.0,21.59
3445.0,Brazil,Maize,1999,27765.0,1761.0,127585.0,20.04
3446.0,Brazil,Maize,1999,27765.0,1761.0,127585.0,17.66
3447.0,Brazil,Maize,1999,27765.0,1761.0,127585.0,17.66
3448.0,Brazil,Maize,1999,27765.0,1761.0,127585.0,27.64
3449.0,Brazil,Maize,1999,27765.0,1761.0,127585.0,20.04
3450.0,Brazil,Maize,1999,27765.0,1761.0,127585.0,26.66
3451.0,Brazil,Maize,1999,27765.0,1761.0,127585.0,18.39
3452.0,Brazil,Maize,1999,27765.0,1761.0,127585.0,25.88
3453.0,Brazil,Maize,1999,27765.0,1761.0,127585.0,24.01
3454.0,Brazil,Maize,1999,27765.0,1761.0,127585.0,25.32
3455.0,Brazil,Potatoes,1999,164604.0,1761.0,127585.0,21.59
